,index,Actual,Predicted,Review
10,127,0,1,"b""can someone please help me i missed the last view moments and i don't want to pay money to see the whole film again. i got to just where they are in the train carriage and she says 'what about that drink now?' and smiles. what happens after that? is there anymore dialogue or action? surely it doesn't just end there? i was a bit bored in the film and kept hoping it would get better. i love Kristen Scott Thomas does anyone remember the UK TV series she was in about some nuns? i am wanting to know the name. Sean Penn was brilliant Madonna eat your heart out! everybody else in fact the film a bit predictable, it was a 'spot a star cast'. the ending took me by surprise i really thought she had burnt her boats.....if you are a fan of any of the stars its worth watching."""
11,138,0,1,"b'Dare Rudd (John Wayne) and sidekick Dink Hooley (Syd Saylor) are itinerant cowpunchers who can\'t seem to stay in one place very long. In ""Helltown"", the boys are headed to Montana, where they meet up with Rudd\'s cousin Tom Fillmore (Johnny Mack Brown), who offers them a job. It\'s a hoot to see the boys wearing aprons as they start out as cooks with the herd, although Dare becomes self conscious when Miss Judith (Marsha Hunt) rides into camp. Judy is Tom\'s girl, but the attraction between her and Dare is evident early on.<br /><br />Fillmore has a cattle herd to move, and promotes Dare to running the drive, partly to prove to Judy that he may not be up to the task. Meanwhile, bad guy Bart Hammond (Monte Blue) has his eyes on Fillmore\'s cattle, but when his henchmen fail to rustle the herd, he figures it\'s easier to win the money that Dare was paid at the end of the trail. Conning Dare into a rigged card game with his man Brady (James Craig), Dare\'s money begins to evaporate hand after hand. It\'s only when Dare fails to show up back at Fillmore\'s ranch that Tom goes out to find his cousin. Exposing the cheats, Tom, Dare and Dink high tail it before the bad guys can get their revenge.<br /><br />""Helltown"", also known as ""Born to the West"", was released in 1937 by Favorite Films Corporation, a couple of years after Wayne\'s series of Westerns for Lone Star Productions. It only slightly alters the Lone Star formula; Wayne does get the girl at the end of the film, but here he was trying. There\'s a great runaway horse scene where Wayne rescues Marsha Hunt, in which Johnny Mack Brown\'s horse does a complete somersault spill. Syd Saylor does a nice job as the comic relief pal, doing his best to sell lightning rods to unsuspecting victims. He replaces familiar faces George ""Gabby"" Hayes and Yakima Canutt here, staples of the Lone Star films. John Wayne\'s charisma is beginning to develop here, preparing him for the leap to super star status that he eventually achieved. <br /><br />""Helltown"" was based on a novel by legendary Western author Zane Grey. If you\'re looking for more films based on Grey\'s stories, try ""Fighting Caravans"" with Gary Cooper, ""The Light of Western Stars"" with Victor Jory, ""Drift Fence"" with Buster Crabbe, and ""Heritage of the Desert"" with Randolph Scott.'"
12,141,0,1,"b""The premise of this movie, of a comedian talk show host running for president as an independent just to shake things up, is funny, entertaining, brilliant and even a bit inspiring. (thought about the west wing debate when Tom Dobbs leaves his podium, thought about Steven Colbert announcing his candidacy, good times) The first 15 - 20 minutes of this movie are therefore very very entertaining, the debate especially. When he eventually get's elected, it's a pity that is because of a computer glitch, you'd want him to win fair (although that is unrealistic).<br /><br />But after that this movie goes completely downhill. I thought we'd get a great movie like 'Dave' (1993) in which we see how it would out if a comedian actually ran the country. Instead, the movie turns from comedy into a thriller, a romantic comedy and a drama and does none good. The computer glitch becomes the main storyline, which really sucks. Boy is this disappointing. I give it 3 stars just for the premise and because I actually managed to watch this movie from start to end without stopping it, which is usually a good thing with me."""
13,142,0,1,"b'World War I gets a glossy, sepia-tinted makeover in Jean-Pierre Jeunet\'s relentlessly whimsical ""A Very Long Engagement"". Jeunet\'s trademark style consists of mechanical, almost clockwork-like narrative construction garnished with lavish, chocolate box production values and seasoned with faux-naive humour. It\'s an approach that worked pretty well with his previous picture, the romantic fantasy ""Amelie"", thanks in no small part to the inimitable contribution of Audrey Tatou in the title role. Applied to vastly more sombre material, Jeunet\'s method backfires rather badly.<br /><br />Tatou crops up again here in a variation on the same sort of sweetly off-beat character as Amelie. She\'s Mathilde, an orphan who lives quietly with her aunt and uncle in an idyllic rural setting, determined to trace what became of her child sweetheart Manech (Gaspard Ulliel), several years after he went missing in the War. Manech was one of five soldiers court-martialled for self-mutilation in 1917 at \'Bingo Crepuscule\', and sent over the top into no-man\'s-land as a punishment. He\'s presumed dead by all but Mathilde who cherishes the hope of finding him. The film follows Mathilde\'s dogged quest to find out what really happened, and as she delves deeper she uncovers a sad, even shocking story of high-ranking corruption and inhumanity. Mathilde must filter the facts from the fictions that arise from various conflicting, overlapping or incomplete accounts of what seem to be Manech\'s final hours.<br /><br />All this should be poignant and gripping, but it\'s more often simply confusing thanks to the visual and verbal clutter with which Jeunet pummels his audience. There\'s simply too much going on at any one time, including an intrusive narration that adds precisely nothing to our appreciation of the story and characters. Without a moment\'s respite from informational overload, I felt denied the space to reflect on Mathilde\'s quest or the room to engage with it on my own terms. Jeunet\'s unceasingly busy camera spirals and swoops and circles, caressing every surface contour of his exquisitely designed production, but it singularly fails to penetrate to the soul beneath the story\'s skin. The result is deeply uninvolving, and worse, grotesque. The First World War was a particularly dark hour in human history. Imagine it re-created as one of those picturesque commercials for a well known Belgian lager, and you have the measure of this film.'"
14,143,0,1,"b'This has to rate as one of the cheesiest of TV shows in a long time.<br /><br />Jose Ferrer played the title character, Nemo. He did the part justice and certainly looked the part. But nowadays, it strikes me that the Nemo he was made up to be bore more than a passing resemblance to Captain Bird\'s Eye, from the TV commercials. Or maybe it\'s the other way around.<br /><br />His nemesis, Professor Cunningham, was overacted brilliantly by Burgess Meredith. He never seemed to get over his ""Penguin"" days from Batman. Although he doesn\'t do his Penguin ""quack"" here, he is without parallel as the maniacal Professor. Only John Colicos, of Battlestar Galactica fame, chewed up the scenery better as a maniacal despot.<br /><br />I never can recall what the grudge was between Nemo and Cunningham, but it must have been severe, since the Prof. never missed a chance to try and scupper Nemo, and vice-versa.<br /><br />The effects were nothing special, though Prof. Cunningham\'s submarine was way better looking than Nemo\'s. It also had a crew of strange, fish-like amphibians that served Cunningham and did his every bidding.<br /><br />However, the most memorable aspect of the whole show was Prof. Cunningham\'s secret weapon. The Delta Beam! He was forever saying ""Fire Delta Beam!"", whereupon, a fishy crewman would horribly overract the motion of firing the weapon by use of a full shoulder shrug. Truly priceless! They don\'t make them like this anymore, and perhaps just as well. But like other series of this era, for those who remember it, it will always have an affectionate, if cheddar-covered, place in our hearts.'"
15,144,0,1,"b'1989 was already a year in where Eddie Murphy wasn\'t that longer hot and started making movies that soon would be forgotten. Funnily enough, it was also the year in where Murphy directed his first film, but it also would be the first and last experiment. ""Harlem nights"" wasn\'t exactly what you can call a success even if it was great to see the two best black comedians together namely Murphy and Richard Pryor. Don\'t blame it on the actors as they all played their roles like you expected them do, even if you have to face (again) the typical Murphy-laugh. The worst thing from ""Harlem nights"" are both the scenario and its terrible decors. Everything is set in the roaring twenties and everybody has their profit from the forbidden clubs. Sugar Ray (Pryor) and his adopted son Quickie (Murphy) are gathering easily 10000 dollar per day but of course soon the mob and the corrupt police come around the corner to claim their part of the cookie. Sugar and Quickie aren\'t guys who give their money for free and have their own plans. You can watch ""Harlem Nights"" that\'s for sure, but if you puke from the moment you hear the name Murphy you better avoid as after all this movie is nothing but a lame excuse to see some good jokes.'"
16,238,0,1,"b'Let me preface by stating that I have lived in Louisville, Kentucky all of my life. I grew up about \xc2\xbd mile from Waverly. In the wintertime we would pull our sleds down Maryman road and cross Dixie Highway to go sleigh riding on Waverly Hill. Many times during the winter of 76-77 we would climb into the Tunnel to warm ourselves. The place was still being run as a ""Geriatric Center"" at the time. We would go all the way through the tunnel up the hill to bang on what we thought was the ""Door to the Morgue"". I have to be honest. The only sensation we felt was that we were getting away with something we should not be doing. I would have to say we went up that tunnel over 50 times that winter. Nothing stranger than teen-aged boys acting stupid ever happened. I love the fact that it is getting attention after all these years. One evening when I was young we looked out our front porch and it appeared that the entire hill was on fire. There was an older hospital on the hill that burned down. It burned for hours while the entire neighborhood sat outside and watched. The thing that gets lost about Waverly is that many people survived TB there. Let\'s face it\xc2\x85The doctors back then did everything they thought was correct to save people. It took a lot of guts for people to work there knowing how contagious TB was. Too much is focused on those who suffered. I also have traveled into the building several times in the early 70\'s. We would go and visit shut-ins in the Nursing Home through a church youth group. By the way, the doors there were not prison like steel doors with chains and padlocks as portrayed in the film. They were wooden and open\xc2\x85sometimes too open. It did smell of urine and feces and you saw the occasional open gown associated with patients with dementia. It was true that it was closed by the state in the early 80\'s. A lot of that may have to do with the age of the building or the right guy wasn\'t paid off. This is after all Kentucky. The part of the documentary that turned me off the most was the piling of bodies into a cart. If I am not mistaken it appears to have been Holocaust footage. That was added for dramatic effect. It left me with a sour taste in my mouth for the filmmaker. I am a skeptic when it comes to ""Ghosts"". I do believe that many around here truly think the place to be haunted. Waverly for me however symbolized a fun place for adventure for a boy with a sled.'"
17,237,0,1,"b""I was looking forward to seeing Bruce Willis in this, especially since I remember being mesmerised by the original when I was young.<br /><br />This movie is a perfect example of how movie companies can take a very good story and dumb it down until it's just another formula ridden hype of the fabled American law enforcement system/army VS, (the Russians.... no sorry the cold war is over, make that WITH the Russians) VS the TERRORISTS, similar to probably 50 other movies.<br /><br />Furthermore it treats its audience like a bunch of idiots. The choice of weapon is well, plain ridiculous, are we seriously expected to believe that the world's most feared and experienced hit man/terrorist would select that for an assasination?<br /><br />The whole point of the original story was the tense dual of intellects between the ordinary detective who is given the responsibility and the professional who crafts a ruthless but elegant plan to reach his target and then get away. None of that survived. All we have is the tired old American CIA/FBI/army vs the evil terrorist plot, we've all seen 1000 times before.<br /><br />But of course the movie company's MBA's realised that a new intellectual angle here would lose them revenue from the short attention span gang, so the answer is ......Bruce Willis, BIG explosions and a crippled plot. They assume the American audience wont be able to relate to a threat to a foreign statesperson (where is France on the map afterall) so it has be an American!<br /><br />Another example of a movie defiled by the boardroom."""
18,147,0,1,"b'I can pretend no knowledge of cinematography or Mr. Angelopoulos. But I know Greece and I love her people. In July my 14 year old son and I traveled to Cappadocia, Turkey in search of some remains of the neighborhood where his great grandfather Iordanis lived until the great exodus of Anatolian Greeks in 1923. Reading the summary of the film (refugees from Odessa) I thought that perhaps I might learn something more about the forced migrations of modern Greeks. If I did not have a home in Rhodes, had I not been to Greece 28 times in as many years, were I not familiar with dozens of islands and cities in Greece and if I had never enjoyed the friendship of these ebullient, life-intoxicated people, I might have believed that this lamentation had something to do with modern Greece. As a professor at a New Jersey State college, let me assure you that I am familiar with the history of the period covered in the film. Indeed, my wife\'s uncle was murdered by the communists during the communist grab for power. My mother-in-law lived through the Italian invasion and German occupation...barely. These characters on the screen speak Greek, they listen to Greek music but who are they? No, they are not even vaguely Greek. Of course they are not people at all but simply allegories. They are that which the artist invents when life does not entirely fit or is inadequate to his perception of how it was or should have been. All represent some aspect of post WWI Greece that greater outside forces consigned to a fate they didn\'t deserve. As we joked in the late 70\'s in America: ""The Revolution didn\'t happen."" For an ideologue/artist, this is no joke. It\'s in fact grounds to put us through two and a half hours of torment. And it\'s all because the various Powers (Eleni\'s soliloquy of ""guards"" in different colored uniforms) didn\'t allow the generation after the ""aristocrats"" of 1919 (Spyros) to follow the call of peace and freedom (the music of Nikos and his fellow musicians, i.e., the Movement, the Cause). This dark, surreal revisionism smears the true and heroic efforts of the Greek people to sustain their lust for life through the tragedies of the 20th century, to achieve more than any of their Balkan neighbors, to have become so politically evolved and globally integrated.'"
19,148,0,1,"b'What were they thinking when they made this truly TERRIBLE film? <br /><br />Arbus, one of the most important photographers and women of the Twentieth Century, had a fascinating and dramatic life. What possessed anyone to make this film, which explains her unique artistic vision, as being the result of an (imaginary) affair with a grotesque, yet charismatic hairy freak (played by Downey)?<br /><br />In real life, Arbus broke out of a traditional marriage and woman\'s role to express herself. In this movie, Arbus is an ultra-dreary Nicole Kidman whose inspiration is all attributed to a ""Beauty and The Beast"" devotion to an interesting man.<br /><br />For this reinvention, the film is truly shameful. Independent of that, it is also just dopey and dull.'"
20,236,0,1,"b""'Bloody Birthday' is an odd and, at times, humorous low-budget horror flick along the lines of 'Mikey' or a less intelligent version of 'The Good Son'.<br /><br />Set in a small Californian town, three babies are born at the height of an eclipse, where planetary alignment means they are somehow born without emotions. Ten years later, our three little psychopaths take themselves on a killing spree, doing away with parents, siblings, teachers and anyone else who irritates them. Only one teenage girl knows the truth to be able to stop them. There is no explanation for why babies across the world born at the same time aren't equally as twisted but there you go!<br /><br />For a slasher film, it's very tame in terms of violence and gore, which I suppose highlights the problem of casting child characters as the killers as there is only so much you can expose the young actors to. Instead, it's amusing and a little disturbing seeing three ten-year-olds plotting murders and carrying out their plans using guns, knives and crossbows. The main reason why it doesn't descend into being totally ridiculous is because the child actors are very convincing in their roles with the way they slyly play the little innocents in front of undiscerning adults while showing their dark side to the girl who knows the truth.<br /><br />'Bloody Birthday' is rather mediocre as a horror flick, with few scares and little blood, but because it has the shock factor of having kids as the killers, it is a bit unique in that way. One to watch if there's nothing else on."""
21,140,0,1,"b""If you would have asked me 1 month ago how this movie was I probably would have left most of this out, but I am a fan and as any fan I visit the movies sites often well when Super Troopers came out I visited that site after the release on DVD and was hooked yea it's a difficult site to stay on, but the good ones normally are like good families they stick together. What a story this company/comedy troop has.BEGGING people to come and see there movies on street corners,universities, anywhere they can and all for free and after all that to develop a great fan base after a few years THEY CRAP ON IT And decide to close down there website that helped them and was created for the fans, but the worst thing about it....THEY DIDN'T TELL ANY OF THEM. They just decided that they are better than us they want new fans not the fans that helped them get where they are....you know the same fans they begged years ago. Still the smart crew they are they released the best movie with Super Troopers and got everyones attention and thank God for that because after that they have sucked with everything else. Good for you guys way to go mainstream, just remember when you realize your material isn't that good and you have no new fans left you are the ones who crapped the original ones away. FANS MAKE YOU WHO YOU ARE NOT THE OTHER WAY AROUND. Never burn your bridges"""
22,151,0,1,b'The film has so much potential which was not developed. Mark Hamill gives a good performance and so does Bill Paxton. The scenery is beautiful and the ultralight aircraft are neat. The problem with this film is that the story is way underdeveloped and the plot goes nowhere. The film at certain points almost puts you to sleep. I give it 3 out of 10 stars for the flying scenes.'
23,245,0,1,"b'It has been a long time since I have been to a movie as lame and boring as this one. It is one thing to have a slow pace where characters are being developed in a progressive way, or some aspect of the movie clearly is enhanced by such pacing (such as \'Lost in Translation""). However, there is a difference between slow progression and outright stalling, as happened in this one. I guess from the look on Helen Mirren\'s face she must have been distraught by the disappearance of her husband!! Surprise, surprise!! What a marvelously creative moment the meeting of the mistress and wife was.(sarcasm) And what a great way that the whole story fell apart at the end. Truly a masterpiece.'"
24,124,0,1,"b""This picture hit the movie screens on June 6th 1980, starring Stephen Macht as Sergeant Thor, Avery Schreiber as Captain Comelius Butt, J.D. Hinton as Buzz and starring Playmate of the year Dorothy Stratton. The picture starts with the police infinity roaming space looking for I guess criminals. There ship is suddenly attacked by an unknown space ship. Enters Sergeant Thor and his partner Buzz as they try to figure out who the unknown ship belongs to. When failing they call on Captain Comelius who instructs his crew to fight back. Enters the gorgeous Dorothy Stratton, who plays the role of Galaxina who is man made robot. An now a few thoughts on this picture. This movie was plan stupid and it's one of the reasons that I don't get into Sci-Fi. If you're into Sci-Fi you would have notice that the laser sound effects were borrowed from an early Sci-fi movie titled Battlestar Galactica which aired in theaters in 1978. Many of the door sounds that you hear in this movie came from another Sci-Fi movie that aired back in 1966 titled Star Trek. Now for the reason that I bought this movie, Dorothy Stratton. She is gorgeous in her one piece suit. I think her talents were wasted in this picture and she should have never been involved in such garbage. Connie Sellecca was also considered for the role and her talents would have been wasted also. On the picture alone I give this movie 1 weasel star and on Dorothy Stratton I give her 10 weasel stars even though she didn't deserve to be put into a trash movie like this. If you like pictures like this you can get the DVD version on Amazon.com"""
25,99,0,1,"b""History teacher Mrs Tingle seems to have it in for student Leigh Ann Watson, who has her heart on achieving a writing school scholarship. She receives another low grade from Tingle, which doesn't help. When one of her classmates Luke steals the paper of the final history exams and pops it in her bag, Mrs. Tingle finds it sticking out. She threatens the three that she will go to the principal about it, but he's not available. So before she reports it the next morning. Leigh, her friend Jo Lynn and Scott head to her place that night and try to convince her not tell the principal. However due to Tingle's stubbornness, that find themselves reverting to drastic measures to stop this getting out.<br /><br />Wasn't fan of it when I first saw it, and after another viewing, I'm still not one. Writer Kevin Williamson was on a roll after penning the successful contemporary teen horror films; 'Scream (1996)', 'I Know What You did Last Summer (1997)', 'Scream 2 (1997)' and 'The Faculty (1998)'. He was riding the success (also not to forget the TV show 'Dawson's Creek), but this project would be the final bump. The difference there, compared with this entry was other then writing the screenplay, he was also making his debut in directing. The strange thing though, was that I found his direction to be competently done, but material he stormed up to flavourless and tired. It seemed to get caught in playing both a black comedy and straight-out thriller, without making it gel. The script is cluttered with quick-wit, on-going gags, trivial stretches and gimmicky references towards other films, but the problem is that it's too watered-down with so many contrived developments and sappy moral currents disrupting the flow. The fractured script had to be more strong and potent, since it's a small-scale production that feels like you're watching a stage show because of its mostly confined sets. It tries to play mind games with the characters, but these moments are there to only serve the story's poor progression into a puddle of stupidity and senselessness. The film's ending takes the cake. Williamson's polished direction is sound, but more so in a pedestrian way and therefore it lacks suspense and the pacing even with its taut surroundings can really plod on. You eventually feel it after the halfway mark, and it shows up how minor the story is. The performances are tolerable enough, although if it weren't for Helen Mirren's classy, icy portrayal of manipulative prowess as Mrs. Tingle and a buoyant Marisa Coughlan, we would have been stuck watching a vapid goody-to-shoes Katie Holmes. Barry Watson is modest in his slacker part and Molly Ringwald has a lesser role. The soundtrack packs enough energy, but I found it terribly overwrought and shapeless in its choices.<br /><br />Watchable, but mechanical all round."""
26,100,0,1,"b'Koyaanisquatsi is simply the best film I\'ve ever seen. It\'s a masterpiece where everything is at the right place. Some scenes are not ""nice"" or ""beautiful"", but the camera never peeks or intrudes. This is exactly what\'s happening here. The camera is used to intrude, to disgrace and to ridicule. There is no magic flow here, no sense of greatness or respect. Instead some scenes are cobbled together without greater purpose or plan. The music is disturbing. Just as I rated Koyaanisquatsi the best film ever made, this one is the worst. It\'s a ""pure"" movie, too, but this is the negative form, exactly that which should *not* be done.'"
